ID,Husband_Education,Husband_Race,Couple_Race,Duration,Divorce
3530,12-15 years,Other Ethnic Groups,Same-Race,39.918,0
3536,16+ years,Other Ethnic Groups,Same-Race,18.902,0
3540,12-15 years,Other Ethnic Groups,Same-Race,7.915,1
3548,Less than 12 years,Other Ethnic Groups,Same-Race,7.452,0
3551,16+ years,Other Ethnic Groups,Same-Race,28.78,0
3556,16+ years,Other Ethnic Groups,Same-Race,3.581,1
3558,16+ years,Other Ethnic Groups,Same-Race,9.029,0
3562,16+ years,Other Ethnic Groups,Same-Race,20.022,0
3567,16+ years,Other Ethnic Groups,Same-Race,12.142,0
3570,16+ years,Other Ethnic Groups,Same-Race,29.914,0
3573,Less than 12 years,Other Ethnic Groups,Same-Race,48.862,0
3577,12-15 years,Other Ethnic Groups,Same-Race,22.376,0
3580,Less than 12 years,Other Ethnic Groups,Same-Race,44.824,0
3583,Less than 12 years,Other Ethnic Groups,Same-Race,46.086,0
3586,Less than 12 years,Other Ethnic Groups,Same-Race,37.752,0
3589,16+ years,Other Ethnic Groups,Same-Race,15.765,0
3592,Less than 12 years,Other Ethnic Groups,Same-Race,8.835,1
3594,16+ years,Other Ethnic Groups,Same-Race,34.3685,1
3597,Less than 12 years,Other Ethnic Groups,Same-Race,5.9605,1
3602,16+ years,Other Ethnic Groups,Same-Race,23.496,0
3604,Less than 12 years,Black,Same-Race,48.32,0
3609,16+ years,Other Ethnic Groups,Same-Race,19.833,0
3616,12-15 years,Other Ethnic Groups,Same-Race,3.833,1
3621,12-15 years,Other Ethnic Groups,Same-Race,3.732,0
3623,Less than 12 years,Other Ethnic Groups,Same-Race,15.012,0
3624,Less than 12 years,Other Ethnic Groups,Same-Race,13.834,1
3627,Less than 12 years,Black,Same-Race,44.339,0
3638,12-15 years,Other Ethnic Groups,Same-Race,7.3755,1
3646,Less than 12 years,Other Ethnic Groups,Same-Race,73.068,0
3648,Less than 12 years,Black,Same-Race,28.1245,1
3650,Less than 12 years,Other Ethnic Groups,Same-Race,28.0875,1
3653,Less than 12 years,Other Ethnic Groups,Same-Race,41.689,0
3655,Less than 12 years,Other Ethnic Groups,Same-Race,2.001,0
3658,Less than 12 years,Other Ethnic Groups,Same-Race,2.001,0
3662,Less than 12 years,Other Ethnic Groups,Same-Race,6.267,0
3668,Less than 12 years,Other Ethnic Groups,Same-Race,5.1965,1
3683,12-15 years,Other Ethnic Groups,Same-Race,19.997,0
3685,16+ years,Other Ethnic Groups,Same-Race,42.461,0
3688,12-15 years,Other Ethnic Groups,Same-Race,46.04,0
3694,Less than 12 years,Other Ethnic Groups,Same-Race,2.04,0
3700,12-15 years,Other Ethnic Groups,Same-Race,14.3735,1
3703,Less than 12 years,Other Ethnic Groups,Same-Race,51.852,0
3714,12-15 years,Other Ethnic Groups,Same-Race,8.652,1
3716,Less than 12 years,Other Ethnic Groups,Same-Race,30.7255,1
3719,12-15 years,Other Ethnic Groups,Same-Race,35.619,0
3725,12-15 years,Other Ethnic Groups,Same-Race,23.754,0
3728,16+ years,Other Ethnic Groups,Same-Race,28,0
3730,12-15 years,Other Ethnic Groups,Same-Race,1.9135,1
3734,Less than 12 years,Other Ethnic Groups,Same-Race,1.4345,1
3736,Less than 12 years,Other Ethnic Groups,Same-Race,46.004,0
3741,12-15 years,Other Ethnic Groups,Same-Race,10.579,1
3744,Less than 12 years,Other Ethnic Groups,Same-Race,9.1635,1
3747,Less than 12 years,Other Ethnic Groups,Same-Race,47.833,0
3751,Less than 12 years,Other Ethnic Groups,Same-Race,12,0
3754,12-15 years,Other Ethnic Groups,Same-Race,9.665,1
3757,Less than 12 years,Other Ethnic Groups,Same-Race,38.103,0
3760,Less than 12 years,Other Ethnic Groups,Same-Race,12,0
3763,12-15 years,Other Ethnic Groups,Same-Race,37.418,0
3767,16+ years,Other Ethnic Groups,Same-Race,23.951,0
3768,16+ years,Other Ethnic Groups,Same-Race,23.951,0
3771,Less than 12 years,Other Ethnic Groups,Same-Race,36,0
3774,12-15 years,Other Ethnic Groups,Same-Race,44.999,0
3776,12-15 years,Other Ethnic Groups,Same-Race,33.793,0
3778,12-15 years,Other Ethnic Groups,Same-Race,1.722,1
3784,Less than 12 years,Other Ethnic Groups,Same-Race,2.9075,1
3790,Less than 12 years,Other Ethnic Groups,Same-Race,15.001,0
3792,12-15 years,Other Ethnic Groups,Same-Race,4.082,1
3794,12-15 years,Other Ethnic Groups,Same-Race,50.379,1
3796,Less than 12 years,Other Ethnic Groups,Same-Race,20.7475,1
3798,12-15 years,Other Ethnic Groups,Same-Race,25.405,0
3802,Less than 12 years,Other Ethnic Groups,Same-Race,1.7465,1
3803,12-15 years,Other Ethnic Groups,Same-Race,25.405,0
3805,12-15 years,Other Ethnic Groups,Same-Race,47.08,0
3808,12-15 years,Other Ethnic Groups,Same-Race,45.626,0
3816,Less than 12 years,Other Ethnic Groups,Same-Race,8.14,0
3827,12-15 years,Other Ethnic Groups,Same-Race,9.818,0
3831,16+ years,Other Ethnic Groups,Same-Race,23.655,1
3834,12-15 years,Other Ethnic Groups,Same-Race,4.208,1
3836,Less than 12 years,Other Ethnic Groups,Same-Race,13.8345,1
3844,12-15 years,Other Ethnic Groups,Same-Race,4.586,1
3850,Less than 12 years,Other Ethnic Groups,Same-Race,6.675,1
3853,12-15 years,Black,Same-Race,40.95,0
3857,12-15 years,Black,Same-Race,1.492,0
3870,Less than 12 years,Black,Same-Race,17.999,0
3872,Less than 12 years,Black,Same-Race,14.998,0
3877,12-15 years,Black,Same-Race,5.799,0
3893,Less than 12 years,Other Ethnic Groups,Same-Race,11.5425,1
3895,Less than 12 years,Other Ethnic Groups,Same-Race,32.747,0
3898,Less than 12 years,Other Ethnic Groups,Same-Race,51.291,0
3905,Less than 12 years,Other Ethnic Groups,Same-Race,10.305,1
3910,Less than 12 years,Black,Same-Race,6.136,0
3913,12-15 years,Black,Same-Race,5.577,0
3915,12-15 years,Other Ethnic Groups,Same-Race,19.9125,1
3918,16+ years,Other Ethnic Groups,Same-Race,41.503,0
3923,16+ years,Other Ethnic Groups,Same-Race,7.069,0
3924,16+ years,Other Ethnic Groups,Same-Race,7.069,0
3926,Less than 12 years,Other Ethnic Groups,Same-Race,31.666,1
3927,12-15 years,Other Ethnic Groups,Same-Race,7.767,0
3930,Less than 12 years,Other Ethnic Groups,Same-Race,44.873,0
3932,16+ years,Other Ethnic Groups,Same-Race,1.498,1
3941,12-15 years,Other Ethnic Groups,Same-Race,26.527,0
3948,16+ years,Other Ethnic Groups,Same-Race,21.919,1
3965,12-15 years,Other Ethnic Groups,Same-Race,1.843,0
3979,12-15 years,Other Ethnic Groups,Mixed-Race,.75,1
3981,16+ years,Other Ethnic Groups,Same-Race,47.543,0
3986,Less than 12 years,Other Ethnic Groups,Same-Race,16.999,0
3988,12-15 years,Other Ethnic Groups,Same-Race,47.943,0
3990,12-15 years,Other Ethnic Groups,Same-Race,14.998,0
3994,12-15 years,Other Ethnic Groups,Same-Race,4.145,1
3995,12-15 years,Other Ethnic Groups,Same-Race,10.793,0
3998,12-15 years,Other Ethnic Groups,Same-Race,26.497,0
3999,12-15 years,Other Ethnic Groups,Same-Race,13.744,0
4001,Less than 12 years,Other Ethnic Groups,Same-Race,43.001,0
4004,Less than 12 years,Other Ethnic Groups,Same-Race,43.001,0
4006,12-15 years,Other Ethnic Groups,Same-Race,49.248,0
4012,12-15 years,Other Ethnic Groups,Same-Race,3.255,0
4015,12-15 years,Other Ethnic Groups,Same-Race,24.999,0
4017,Less than 12 years,Other Ethnic Groups,Same-Race,43.997,0
4021,12-15 years,Other Ethnic Groups,Same-Race,8.041,1
4028,12-15 years,Other Ethnic Groups,Same-Race,11.926,0
4030,16+ years,Other Ethnic Groups,Same-Race,17.591,0
4037,12-15 years,Other Ethnic Groups,Same-Race,18.42,1
4042,12-15 years,Other Ethnic Groups,Same-Race,12.085,1
4045,12-15 years,Other Ethnic Groups,Same-Race,9.7745,1
4053,Less than 12 years,Other Ethnic Groups,Same-Race,16.252,0
4055,12-15 years,Other Ethnic Groups,Same-Race,31.34,0
4058,12-15 years,Other Ethnic Groups,Same-Race,31.34,0
4060,Less than 12 years,Other Ethnic Groups,Same-Race,44.027,0
4063,12-15 years,Other Ethnic Groups,Same-Race,43.581,0
4064,12-15 years,Other Ethnic Groups,Same-Race,7.83,0
4072,12-15 years,Other Ethnic Groups,Same-Race,10.872,1
4074,12-15 years,Other Ethnic Groups,Same-Race,10.0725,1
4076,12-15 years,Other Ethnic Groups,Same-Race,26.42,0
4086,16+ years,Other Ethnic Groups,Same-Race,44.435,0
4097,12-15 years,Black,Same-Race,21.038,0
4102,16+ years,Other Ethnic Groups,Same-Race,14.935,0
4107,12-15 years,Other Ethnic Groups,Same-Race,6.001,0
4109,12-15 years,Other Ethnic Groups,Same-Race,29.982,0
4111,16+ years,Other Ethnic Groups,Same-Race,34.79,0
4114,16+ years,Other Ethnic Groups,Same-Race,34.79,0
4119,Less than 12 years,Other Ethnic Groups,Same-Race,5.032,0
4122,Less than 12 years,Other Ethnic Groups,Same-Race,46.762,0
4124,12-15 years,Other Ethnic Groups,Same-Race,1.624,0
4126,16+ years,Other Ethnic Groups,Same-Race,26.42,0
4129,16+ years,Other Ethnic Groups,Same-Race,32.545,0
4130,16+ years,Other Ethnic Groups,Same-Race,19.926,0
4132,16+ years,Other Ethnic Groups,Same-Race,53.749,0
4136,12-15 years,Other Ethnic Groups,Same-Race,2.998,1
4138,16+ years,Other Ethnic Groups,Same-Race,18.157,0
4141,Less than 12 years,Other Ethnic Groups,Same-Race,53.391,0
4143,12-15 years,Other Ethnic Groups,Same-Race,26.667,0
4145,12-15 years,Other Ethnic Groups,Same-Race,20,1
4147,Less than 12 years,Other Ethnic Groups,Same-Race,54.226,0
4149,Less than 12 years,Other Ethnic Groups,Same-Race,19.94,0
4152,16+ years,Other Ethnic Groups,Same-Race,4.58,1
4156,12-15 years,Other Ethnic Groups,Same-Race,15.162,0
4162,12-15 years,Other Ethnic Groups,Same-Race,27.997,0
4165,Less than 12 years,Other Ethnic Groups,Same-Race,18.338,1
4171,12-15 years,Other Ethnic Groups,Same-Race,20.611,0
4175,16+ years,Other Ethnic Groups,Same-Race,10.752,0
4187,16+ years,Other Ethnic Groups,Same-Race,39.422,0
4191,16+ years,Other Ethnic Groups,Same-Race,12.649,0
4199,12-15 years,Other Ethnic Groups,Same-Race,5.569,0
4207,12-15 years,Other Ethnic Groups,Same-Race,5.498,1
4209,16+ years,Other Ethnic Groups,Same-Race,46.653,0
4211,Less than 12 years,Other Ethnic Groups,Same-Race,48.895,0
4216,12-15 years,Other Ethnic Groups,Same-Race,6.278,0
4219,12-15 years,Other Ethnic Groups,Same-Race,6.278,0
4222,Less than 12 years,Other Ethnic Groups,Same-Race,6.114,0
4225,12-15 years,Other Ethnic Groups,Same-Race,62.752,0
4227,12-15 years,Other Ethnic Groups,Same-Race,32.422,0
4229,12-15 years,Other Ethnic Groups,Same-Race,48.463,0
4232,Less than 12 years,Other Ethnic Groups,Same-Race,32.167,0
4235,Less than 12 years,Black,Mixed-Race,22.497,1
4265,12-15 years,Other Ethnic Groups,Same-Race,13.996,0
4268,12-15 years,Black,Same-Race,7.001,0
4270,12-15 years,Other Ethnic Groups,Same-Race,35.253,0
4274,Less than 12 years,Black,Same-Race,6.653,0
4276,Less than 12 years,Black,Same-Race,6.653,0
4278,Less than 12 years,Other Ethnic Groups,Same-Race,12,0
4280,Less than 12 years,Other Ethnic Groups,Mixed-Race,16.7285,1
4293,12-15 years,Other Ethnic Groups,Same-Race,9.829,0
4295,Less than 12 years,Other Ethnic Groups,Same-Race,43.001,0
4298,Less than 12 years,Other Ethnic Groups,Same-Race,43.001,0
4302,Less than 12 years,Other Ethnic Groups,Same-Race,54.067,0
4305,Less than 12 years,Other Ethnic Groups,Same-Race,54.831,0
4307,Less than 12 years,Other Ethnic Groups,Same-Race,42.004,0
4316,16+ years,Other Ethnic Groups,Same-Race,9.372,0
4318,Less than 12 years,Other Ethnic Groups,Same-Race,32.003,0
4320,Less than 12 years,Other Ethnic Groups,Same-Race,38.001,0
4321,12-15 years,Other Ethnic Groups,Same-Race,5.038,0
4323,16+ years,Other Ethnic Groups,Same-Race,3.525,1
4325,12-15 years,Other Ethnic Groups,Same-Race,20.463,1
4328,12-15 years,Other Ethnic Groups,Same-Race,25.892,0
4335,12-15 years,Other Ethnic Groups,Same-Race,49.629,0
4338,Less than 12 years,Other Ethnic Groups,Same-Race,42.604,0
4340,12-15 years,Other Ethnic Groups,Same-Race,33.309,0
4341,12-15 years,Other Ethnic Groups,Same-Race,9.796,0
4342,12-15 years,Other Ethnic Groups,Same-Race,21.131,0
4348,Less than 12 years,Other Ethnic Groups,Same-Race,19.499,1
4350,16+ years,Other Ethnic Groups,Same-Race,22.001,0
4353,Less than 12 years,Other Ethnic Groups,Same-Race,4.003,0
4355,Less than 12 years,Other Ethnic Groups,Same-Race,1.166,1
4356,12-15 years,Other Ethnic Groups,Same-Race,36.082,0
4358,16+ years,Other Ethnic Groups,Same-Race,8.753,0
4360,12-15 years,Other Ethnic Groups,Same-Race,6.634,1
4365,12-15 years,Other Ethnic Groups,Same-Race,13.2485,1
4367,16+ years,Other Ethnic Groups,Same-Race,31.748,0
4368,12-15 years,Other Ethnic Groups,Same-Race,3.551,0
4371,12-15 years,Other Ethnic Groups,Same-Race,34.352,0
4373,12-15 years,Other Ethnic Groups,Same-Race,52.498,0
4377,12-15 years,Other Ethnic Groups,Same-Race,7.518,0
4380,12-15 years,Other Ethnic Groups,Same-Race,36,0
4387,16+ years,Other Ethnic Groups,Same-Race,7.001,0
4390,16+ years,Other Ethnic Groups,Same-Race,7.001,0
4392,12-15 years,Other Ethnic Groups,Same-Race,39.329,0
4394,16+ years,Other Ethnic Groups,Same-Race,1.823,0
4397,12-15 years,Other Ethnic Groups,Same-Race,30.415,0
4401,Less than 12 years,Other Ethnic Groups,Same-Race,4.594,0
4404,12-15 years,Other Ethnic Groups,Same-Race,4.594,0
4410,12-15 years,Other Ethnic Groups,Same-Race,22.305,0
4415,16+ years,Other Ethnic Groups,Same-Race,20.334,1
4419,12-15 years,Other Ethnic Groups,Same-Race,20.334,1
4422,12-15 years,Other Ethnic Groups,Same-Race,37.793,0
4429,Less than 12 years,Other Ethnic Groups,Same-Race,25.8315,1
4432,12-15 years,Other Ethnic Groups,Same-Race,22.5,1
4435,16+ years,Other Ethnic Groups,Same-Race,42.623,0
4439,16+ years,Other Ethnic Groups,Same-Race,32.813,0
4442,16+ years,Other Ethnic Groups,Same-Race,8.819,0
4444,16+ years,Other Ethnic Groups,Same-Race,46.456,0
4451,16+ years,Other Ethnic Groups,Same-Race,2.267,0
4461,16+ years,Other Ethnic Groups,Same-Race,1.336,1
4463,12-15 years,Black,Same-Race,62.338,0
4469,Less than 12 years,Black,Same-Race,36.75,0
4472,Less than 12 years,Black,Same-Race,36.75,0
4474,Less than 12 years,Other Ethnic Groups,Same-Race,19.9535,1
4476,12-15 years,Other Ethnic Groups,Same-Race,24.431,1
4479,Less than 12 years,Other Ethnic Groups,Same-Race,51.874,0
4481,12-15 years,Other Ethnic Groups,Same-Race,10.919,0
4483,16+ years,Other Ethnic Groups,Same-Race,34.338,0
4484,12-15 years,Other Ethnic Groups,Same-Race,20.999,1
4492,12-15 years,Other Ethnic Groups,Same-Race,9.914,1
4493,Less than 12 years,Other Ethnic Groups,Same-Race,15.302,0
4502,12-15 years,Other Ethnic Groups,Same-Race,62.084,0
4504,12-15 years,Other Ethnic Groups,Same-Race,9.084,1
4507,12-15 years,Other Ethnic Groups,Same-Race,24.58,0
4511,Less than 12 years,Other Ethnic Groups,Same-Race,11.324,0
4516,12-15 years,Other Ethnic Groups,Same-Race,6.497,1
4518,12-15 years,Other Ethnic Groups,Same-Race,6.497,1
4520,Less than 12 years,Other Ethnic Groups,Same-Race,32.337,0
4524,12-15 years,Other Ethnic Groups,Same-Race,25.47,0
4526,12-15 years,Other Ethnic Groups,Same-Race,29.771,0
4531,12-15 years,Other Ethnic Groups,Same-Race,17.292,0
4538,12-15 years,Other Ethnic Groups,Same-Race,20.03,1
4541,12-15 years,Other Ethnic Groups,Same-Race,2.861,0
4545,Less than 12 years,Other Ethnic Groups,Same-Race,5.5165,1
4553,Less than 12 years,Other Ethnic Groups,Same-Race,4.6135,1
4554,12-15 years,Other Ethnic Groups,Same-Race,10.166,1
4582,12-15 years,Other Ethnic Groups,Same-Race,12.753,0
4584,Less than 12 years,Other Ethnic Groups,Same-Race,47.009,0
4595,Less than 12 years,Other Ethnic Groups,Same-Race,18.864,0
4598,Less than 12 years,Other Ethnic Groups,Same-Race,38.732,0
4604,12-15 years,Other Ethnic Groups,Same-Race,56.041,0
4606,Less than 12 years,Other Ethnic Groups,Same-Race,41.388,0
4608,12-15 years,Other Ethnic Groups,Same-Race,23.732,1
4611,12-15 years,Other Ethnic Groups,Same-Race,8.9145,1
4618,16+ years,Other Ethnic Groups,Same-Race,21.339,0
4621,Less than 12 years,Other Ethnic Groups,Same-Race,27.817,0
4622,12-15 years,Other Ethnic Groups,Same-Race,7.0825,1
4624,Less than 12 years,Other Ethnic Groups,Same-Race,24.016,0
4626,12-15 years,Other Ethnic Groups,Same-Race,41.128,0
4629,12-15 years,Other Ethnic Groups,Same-Race,24.999,0
4631,12-15 years,Other Ethnic Groups,Same-Race,17.6005,1
4653,12-15 years,Other Ethnic Groups,Mixed-Race,6.3325,1
4655,Less than 12 years,Other Ethnic Groups,Same-Race,35.803,0
4661,Less than 12 years,Other Ethnic Groups,Same-Race,1.9165,1
4662,12-15 years,Other Ethnic Groups,Same-Race,9.374,0
4670,12-15 years,Other Ethnic Groups,Same-Race,53.155,0
4676,12-15 years,Other Ethnic Groups,Same-Race,15.058,0
4678,12-15 years,Other Ethnic Groups,Same-Race,15.058,0
4691,12-15 years,Other Ethnic Groups,Same-Race,6.987,0
4699,12-15 years,Other Ethnic Groups,Same-Race,4.016,0
4701,16+ years,Other Ethnic Groups,Same-Race,41.12,0
4704,Less than 12 years,Other Ethnic Groups,Same-Race,49.999,0
4706,Less than 12 years,Other Ethnic Groups,Same-Race,38.571,0
4707,16+ years,Other Ethnic Groups,Same-Race,22.401,0
4709,Less than 12 years,Black,Mixed-Race,15.0005,1
4711,16+ years,Other Ethnic Groups,Same-Race,2.505,1
4719,16+ years,Other Ethnic Groups,Same-Race,28.074,0
4735,12-15 years,Other Ethnic Groups,Same-Race,3.017,0
4738,12-15 years,Other Ethnic Groups,Same-Race,45.733,0
4740,Less than 12 years,Other Ethnic Groups,Same-Race,33.013,0
4742,12-15 years,Other Ethnic Groups,Same-Race,23.578,0
4743,12-15 years,Other Ethnic Groups,Same-Race,23.578,0
4745,Less than 12 years,Other Ethnic Groups,Same-Race,21.6785,1
4749,12-15 years,Other Ethnic Groups,Same-Race,13.969,0
4753,Less than 12 years,Other Ethnic Groups,Same-Race,10.486,1
4759,Less than 12 years,Other Ethnic Groups,Same-Race,5.667,1
4762,Less than 12 years,Other Ethnic Groups,Same-Race,9.9135,1
4766,16+ years,Other Ethnic Groups,Same-Race,5.2485,1
4779,12-15 years,Other Ethnic Groups,Same-Race,4.835,0
4783,Less than 12 years,Other Ethnic Groups,Same-Race,5.684,0
4785,Less than 12 years,Other Ethnic Groups,Same-Race,62.33,0
4788,12-15 years,Other Ethnic Groups,Same-Race,43.882,0
4792,16+ years,Other Ethnic Groups,Same-Race,4.082,1
4795,Less than 12 years,Other Ethnic Groups,Same-Race,50.502,0
4797,Less than 12 years,Black,Same-Race,50.163,0
4807,16+ years,Other Ethnic Groups,Same-Race,16.082,1
4812,16+ years,Other Ethnic Groups,Same-Race,9.555,0
4818,16+ years,Other Ethnic Groups,Same-Race,9.555,0
4819,12-15 years,Other Ethnic Groups,Same-Race,4.704,1
4822,12-15 years,Other Ethnic Groups,Same-Race,43.313,0
4826,12-15 years,Other Ethnic Groups,Same-Race,25.722,0
4830,Less than 12 years,Other Ethnic Groups,Same-Race,53.985,0
4837,12-15 years,Other Ethnic Groups,Same-Race,4.668,1
4838,12-15 years,Other Ethnic Groups,Same-Race,1.777,0
4839,12-15 years,Other Ethnic Groups,Same-Race,1.511,1
4847,12-15 years,Other Ethnic Groups,Same-Race,9.0105,1
4851,12-15 years,Other Ethnic Groups,Same-Race,14.097,0
4858,Less than 12 years,Other Ethnic Groups,Same-Race,19.8575,1
4863,12-15 years,Other Ethnic Groups,Same-Race,7.997,0
4865,12-15 years,Other Ethnic Groups,Same-Race,27.409,0
4869,12-15 years,Other Ethnic Groups,Same-Race,39.362,0
4873,16+ years,Other Ethnic Groups,Same-Race,16.78,0
4879,12-15 years,Other Ethnic Groups,Same-Race,12.597,0
4880,12-15 years,Black,Same-Race,9.591,0
4883,12-15 years,Other Ethnic Groups,Same-Race,25.013,0
4888,Less than 12 years,Black,Same-Race,34.1,0
4897,Less than 12 years,Black,Same-Race,3.2085,1
4905,12-15 years,Black,Same-Race,4.022,1
4907,12-15 years,Other Ethnic Groups,Same-Race,10.001,0
4910,Less than 12 years,Other Ethnic Groups,Same-Race,64.255,0
4911,12-15 years,Other Ethnic Groups,Same-Race,23.619,0
4915,Less than 12 years,Other Ethnic Groups,Same-Race,14.746,0
4916,12-15 years,Other Ethnic Groups,Same-Race,14.746,0
4918,12-15 years,Black,Same-Race,20.5205,1
4922,12-15 years,Black,Same-Race,.734,0
4927,12-15 years,Black,Same-Race,1.169,0
4934,12-15 years,Black,Same-Race,3.173,0
4937,12-15 years,Other Ethnic Groups,Same-Race,42.251,0
4944,12-15 years,Other Ethnic Groups,Same-Race,19.576,0
4946,Less than 12 years,Other Ethnic Groups,Same-Race,28.999,0
4948,Less than 12 years,Other Ethnic Groups,Same-Race,27.477,0
4952,12-15 years,Other Ethnic Groups,Same-Race,18.163,0
4956,12-15 years,Other Ethnic Groups,Same-Race,11.455,0
4959,12-15 years,Other Ethnic Groups,Same-Race,15.2885,1
4962,12-15 years,Other Ethnic Groups,Same-Race,31.91,0
4967,12-15 years,Other Ethnic Groups,Same-Race,1.4155,1
4969,Less than 12 years,Black,Same-Race,61.498,0
4972,Less than 12 years,Black,Same-Race,61.498,0
4973,12-15 years,Black,Same-Race,7.6575,1
4974,Less than 12 years,Black,Same-Race,25.309,0
4995,12-15 years,Other Ethnic Groups,Same-Race,31.775,0
5001,12-15 years,Other Ethnic Groups,Same-Race,7.4115,1
5004,12-15 years,Other Ethnic Groups,Same-Race,19.173,0
5008,Less than 12 years,Other Ethnic Groups,Same-Race,4.134,1
5015,12-15 years,Other Ethnic Groups,Same-Race,3.253,0
5018,12-15 years,Black,Same-Race,24.917,0
5020,12-15 years,Other Ethnic Groups,Same-Race,.641,0
5024,12-15 years,Other Ethnic Groups,Same-Race,8.0435,1
5028,16+ years,Other Ethnic Groups,Same-Race,13.437,0
5030,16+ years,Other Ethnic Groups,Same-Race,13.437,0
5032,12-15 years,Other Ethnic Groups,Same-Race,13.699,1
5038,16+ years,Other Ethnic Groups,Same-Race,20.654,0
5043,12-15 years,Other Ethnic Groups,Same-Race,19.441,0
5046,Less than 12 years,Other Ethnic Groups,Same-Race,25.999,0
5050,Less than 12 years,Other Ethnic Groups,Same-Race,9.465,1
5051,12-15 years,Other Ethnic Groups,Same-Race,8.468,0
5053,12-15 years,Other Ethnic Groups,Same-Race,27.335,0
5056,12-15 years,Other Ethnic Groups,Same-Race,40.805,0
5062,12-15 years,Other Ethnic Groups,Same-Race,4.337,1
5064,12-15 years,Other Ethnic Groups,Same-Race,21.665,1
5066,Less than 12 years,Other Ethnic Groups,Same-Race,36.945,0
5069,12-15 years,Other Ethnic Groups,Same-Race,36.945,0
5071,Less than 12 years,Other Ethnic Groups,Same-Race,2.075,0
5072,12-15 years,Other Ethnic Groups,Same-Race,18.795,0
5081,12-15 years,Other Ethnic Groups,Same-Race,7.2495,1
5087,12-15 years,Other Ethnic Groups,Same-Race,32.172,0
5090,12-15 years,Other Ethnic Groups,Same-Race,24.726,0
5095,16+ years,Other Ethnic Groups,Same-Race,13.974,1
5098,12-15 years,Other Ethnic Groups,Same-Race,38.916,0
5104,16+ years,Other Ethnic Groups,Same-Race,15.934,0
5107,16+ years,Other Ethnic Groups,Same-Race,15.934,0
5109,Less than 12 years,Other Ethnic Groups,Same-Race,11.165,0
5112,12-15 years,Other Ethnic Groups,Same-Race,52,0
5114,12-15 years,Other Ethnic Groups,Same-Race,54.595,0
5123,12-15 years,Other Ethnic Groups,Same-Race,2.166,1
5127,12-15 years,Other Ethnic Groups,Same-Race,5.084,1
5134,12-15 years,Other Ethnic Groups,Same-Race,49.999,0
5137,Less than 12 years,Other Ethnic Groups,Same-Race,38.494,0
5143,12-15 years,Other Ethnic Groups,Same-Race,17.67,0
5154,12-15 years,Other Ethnic Groups,Same-Race,21.066,0
5157,Less than 12 years,Black,Same-Race,59.206,0
5159,Less than 12 years,Other Ethnic Groups,Same-Race,34.609,0
5161,Less than 12 years,Other Ethnic Groups,Same-Race,47.759,0
5166,Less than 12 years,Other Ethnic Groups,Same-Race,6.248,1
5168,12-15 years,Other Ethnic Groups,Same-Race,6.289,0
5178,12-15 years,Other Ethnic Groups,Same-Race,40.695,0
5182,Less than 12 years,Other Ethnic Groups,Same-Race,10.9155,1
5185,12-15 years,Other Ethnic Groups,Same-Race,16.227,0
5189,16+ years,Other Ethnic Groups,Same-Race,4.003,0
5191,Less than 12 years,Other Ethnic Groups,Same-Race,54.845,0
5195,16+ years,Other Ethnic Groups,Same-Race,1.665,1
5197,12-15 years,Other Ethnic Groups,Same-Race,43.11,0
5200,12-15 years,Other Ethnic Groups,Same-Race,38.212,0
5206,Less than 12 years,Other Ethnic Groups,Same-Race,43.964,0
5208,16+ years,Other Ethnic Groups,Same-Race,13.2485,1
5210,16+ years,Other Ethnic Groups,Same-Race,9.128,1
5212,12-15 years,Other Ethnic Groups,Same-Race,42.823,0
5218,12-15 years,Other Ethnic Groups,Same-Race,20.843,0
5221,12-15 years,Other Ethnic Groups,Same-Race,3.417,1
5226,12-15 years,Other Ethnic Groups,Same-Race,29.0815,1
5233,16+ years,Other Ethnic Groups,Same-Race,5.12,0
5237,12-15 years,Other Ethnic Groups,Same-Race,14.795,0
5238,12-15 years,Other Ethnic Groups,Same-Race,14.795,0
5242,12-15 years,Black,Mixed-Race,3.1295,1
5245,16+ years,Other Ethnic Groups,Same-Race,5.2215,1
5251,12-15 years,Other Ethnic Groups,Same-Race,1.1635,1
5255,12-15 years,Other Ethnic Groups,Same-Race,17.848,0
5260,12-15 years,Other Ethnic Groups,Same-Race,16.096,0
5262,12-15 years,Other Ethnic Groups,Same-Race,3.0005,1
5266,12-15 years,Other Ethnic Groups,Same-Race,16.096,0
5268,12-15 years,Other Ethnic Groups,Same-Race,30.335,0
5276,Less than 12 years,Other Ethnic Groups,Same-Race,5.15,0
5285,12-15 years,Other Ethnic Groups,Same-Race,15.751,0
5286,16+ years,Other Ethnic Groups,Same-Race,17.511,0
5288,12-15 years,Other Ethnic Groups,Same-Race,16,0
5291,12-15 years,Other Ethnic Groups,Same-Race,56.903,0
5293,12-15 years,Other Ethnic Groups,Same-Race,30.275,0
5300,12-15 years,Other Ethnic Groups,Same-Race,37.317,0
5305,12-15 years,Other Ethnic Groups,Same-Race,4,1
5310,12-15 years,Other Ethnic Groups,Same-Race,14.771,0
5312,12-15 years,Other Ethnic Groups,Same-Race,52.151,0
5317,16+ years,Other Ethnic Groups,Same-Race,7.811,0
5319,Less than 12 years,Other Ethnic Groups,Same-Race,5.4975,1
5322,12-15 years,Other Ethnic Groups,Same-Race,18.001,0
5325,12-15 years,Other Ethnic Groups,Same-Race,31.083,0
